SlNo,CabinetId,CabinetNumber,Status,BranchId,BranchName,BranchCity,BranchArea,BranchAddress,MerchantId,MerchantName,MerchantAddress
507,507,BC101911006276,false,4730,Rush/ Orange Hospitality Opposite to Metro Pillar No.158,,NEW DELHI,DELHI,"Opposite to Metro Pillar No.158, Sector 54, Golf Course Road, Gurgaon, Haryana, 122001 Delhi NCR",2407,Rush/ Orange Hospitality,"Opposite to Metro Pillar No.158, Sector 54, Golf Course Road, Gurgaon, Haryana, 122001 Delhi NCR"
508,508,BC101911000660,false,5141,I Smoke Indiranagar,BANGALORE,KARNATAKA,"#5th Cross, 12th Main Road, HAL 2nd Stage, Indiranagar, Bengaluru 560008",2622,I Smoke,"#20th Main Road, Maruthi Nagar, Bengaluru"
509,509,BC101911001180,false,,,,,,,,
510,510,BC101911001381,true,5139,Ink Multi Brand Store Mithryanam,HYDERABAD,TELANGANA,"Plot no-19,SYNO 66, Beside Divya shakthi appartments, Srinivasa colony west 500016 Hyderabad",2771,Ink Multi brand store,"Plot no-19,SYNO 66, Beside Divya shakthi appartments, Srinivasa colony west 500016 Hyderabad"
511,511,BC101911000825,false,,,,,,,,
512,512,BC101911000671,false,,,,,,,,
513,513,BC101911000850,false,830,Toys Maryland Zirakpur,CHANDIGARH,PUNJAB,"Shop No 142 Devaji VIP Plaza,, VIP Road, Zirakpur, Punjab 140603, India",258,Toys Maryland(Shubham Collection),"shop num 142 Devaji shopping complex Vip toad Zirakpur"
514,514,BC101911000412,true,4569,Curl Fitness Huda Market,NEW DELHI,DELHI,"Sco 88, Huda Market, Sec 56, Gurgaon,122001 Delhi NCR",2326,Curl Fitness,"Sco 88, Huda Market, Sec 56, Gurgaon,122001 Delhi NCR"
515,515,BC101911002716,false,,,,,,,,
516,516,BC101911002923,false,,,,,,,,
517,517,BC101911002759,false,,,,,,,,
518,518,BC101911002817,false,2169,Rv Homes Plot No. 1581 Sargopi Residency,NEW DELHI,DELHI,"Plot No. 1581,sargopi Residency Opp Rr Mahindra Automobile,sec 52,wazirabad",771,Rv Homes,"Plot No.  1582,sargopi Residency,opp Rr Mahindra Automobile,sec-52,wazirabad"
519,519,BC101911000607,false,1856,Bangalore Metro Lalbagh,BANGALORE,KARNATAKA,"WHWJ+G2 Bengaluru, Karnataka",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
520,520,BC101911001987,false,,,,,,,,
521,521,BC101911002764,false,5573,Fone Zone NXT Solution Pvt Ltd G 10, Vikas Surya Mall,NEW DELHI,DELHI,"G 10, Vikas Surya Mall Mangalam Palace M2K Sec 3 Rohini Delhi 85",3078,Fone Zone NXT Solution Pvt Ltd,"G 10, Vikas Surya Mall Mangalam Palace M2K Sec 3 Rohini Delhi 85"
522,522,BC101911000443,false,,,,,,,,
523,523,BC101911002839,false,2176,Safe Hands Hospital Sector 46 Gurugram,NEW DELHI,DELHI,"Plot No - 68p, Basement, Residency Green, Jal Vihar Colony, Sector 46, Gurugram, Haryana 122003, India",772,Safe Hands Hospital,"Plot No.68, Sector 46, Gurugram, Haryana"
524,524,BC101911003113,false,,,,,,,,
525,525,BC101911006313,false,,,,,,,,
526,526,BC101911000406,true,6851,ARS Solutions  V Mall,MUMBAI,MAHARASHTRA,"209,2nd floor, V mall, Thakur Complex, Kandivali east, Mumbai-400101",3966,ARS Solutions,"209,2mmd floor, V mall, Thakur Complex, Kandivali east, Mumbai-400101"
527,527,BC101911000829,false,,,,,,,,
528,528,BC101911001972,false,4578,PVR R K Cineplex Hyderabad Telangana,HYDERABAD,TELANGANA,"RK Complex Plot no.12 Road No 2 Opp Banjara Hills Hyderabad",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
529,529,BC101911001424,false,5731,Drumfire-The Grilling Fury,CHANDIGARH,PUNJAB,"Booth No. 187 Sector 36- D Chandigarh 160036",3241,Drumfire-The Grilling Fury,"Booth No. 187 Sector 36- D Chandigarh 160036"
530,530,BC101911001414,false,,,,,,,,
531,531,BC101911001421,false,,,,,,,,
532,532,BC101911002003,false,,,,,,,,
533,533,BC101911000856,false,,,,,,,,
534,534,BC101911001536,false,823,Eating point Mohali,CHANDIGARH,PUNJAB,"Sco 659 sector 70 SAS Nagar mohali",251,Eating point,"Sco 659 sector 70 SAS Nagar mohali"
535,535,BC101911001391,false,841,Paras Downtown Square Mall Zirakpur,CHANDIGARH,PUNJAB,"Paras Downtown Mall kalka shimla road near Panchkula light point Zirakpur",236,Paras Downtown Square Mall,"Paras Downtown Mall kalka shimla road near Panchkula light point Zirakpur"
536,536,BC101911002775,false,,,,,,,,
537,537,BC101911006186,false,,,,,,,,
538,538,BC101911003354,false,,,,,,,,
539,539,BC101911000824,false,5612,Reps Fit Studio Mehrauli road,Gurugram,NEW DELHI,DELHI,"94-952nd floor,Above nexa showroom,sector -14,Mehrauli road,Gurugram, Haryana 122001",3139,Reps Fit Studio,"94-952nd floor,Above nexa showroom,sector -14,Mehrauli road,Gurugram, Haryana 122001"
540,540,BC101911006183,false,,,,,,,,
541,541,BC101911001226,false,,,,,,,,
542,542,BC101911006193,false,,,,,,,,
543,543,BC101911001156,false,,,,,,,,
544,544,BC101911001453,false,,,,,,,,
545,545,BC101911001358,false,,,,,,,,
546,546,BC101911002718,true,,,,,,,,
547,547,BC101911001670,false,,,,,,,,
548,548,BC101911002892,false,,,,,,,,
549,549,BC101911001481,false,,,,,,,,
550,550,BC101911001730,false,6878,The Royal Heads Vardhman Mall,NEW DELHI,DELHI,"Shop No. 8 , Vardhman Mall, Dwarka Sector 23, New Delhi 110077",3983,The Royal Heads,"Shop No. 8 , Vardhman Mall, Dwarka Sector 23, New Delhi 110077"
551,551,BC101911000425,false,,,,,,,,
552,552,BC101911006219,true,5758,Hotel Aashiyana Paradise Sector -51,NEW DELHI,DELHI,"Plot No. 177, Sector -51, Opp. Amity International School, Gurgaon 122003",3263,Hotel Aashiyana Paradise,"Plot No. 177, Sector -51, Opp. Amity International School, Gurgaon 122001"
553,553,BC101911000746,false,,,,,,,,
554,554,BC101911001586,false,2839,Charcoal Eats Senapati Bapat Marg,MUMBAI,MAHARASHTRA,"Shop No. 35/36/45, Plot 427, TPS III Unnati Co-operative Housing Society, Senapati Bapat Marg, Mahim West, Mumbai, Maharashtra 400016",440,Charcoal Eats,"Shop No.3, c wing, Sai Elegance , Mahakali Caves road, Mumbai"
555,555,BC101911000451,false,5886,WheelsEMI Pvt Ltd Basheerbagh,HYDERABAD,TELANGANA,"5TH FLOOR FLAT NO 509/A, BABUKHAN ESTATE, Fateh Maidan, Basheer Bagh, Hyderabad, Telangana 500001, India",3351,WheelsEMI Pvt Ltd,"Office No: 509/A, 5th Floor, Babu Khan Estate, Basheerbagh, Hyderabad-500001"
556,556,BC101911000449,false,5618,Aarav Mobile Plaza Surajpur,NEW DELHI,DELHI,"Shop No 2, Lalhnawali Road, Surajpur, Greater Noida, 201308",3145,Aarav Mobile Plaza,"Shop No 2, Lalhnawali Road, Surajpur, Greater Noida, 201308"
557,557,BC101911006226,false,4584,PVR Kukatpally Telangana,HYDERABAD,TELANGANA,"4th Floor, Forum Sujana Mall, Plot No S-16, Survey No.1009, KPHB Phase 6, Opp Malaysian Township, Kukatpally, Hyderabad, Telangana 500072",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
558,558,BC101911001485,false,,,,,,,,
559,559,BC101911001218,false,85,JW Marriot,BANGALORE,KARNATAKA,"JW marriot Bangalore",1,Spykke,"309,Manbhavan appts., plot-26, sector-10, Dwarka"
560,560,BC101911001541,true,6176,Tipsy Inn Hotel Sector 14,NEW DELHI,DELHI,"B-25 D, Old Dlf Colony, Sector 14 Gurgaon Haryana 122002",3537,Tipsy Inn Hotel,"B-25 D, Old Dlf Colony, Sector 14 Gurgaon Haryana 122002"
561,561,BC101911001477,false,,,,,,,,
562,562,BC101911000470,false,1852,Bangalore Metro Dasarahalli,BANGALORE,KARNATAKA,"Maheswari Nagar, T. Dasarahalli, Bengaluru, Karnataka 560058",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
563,563,BC101911002867,false,85,JW Marriot,BANGALORE,KARNATAKA,"JW marriot Bangalore",1,Spykke,"309,Manbhavan appts., plot-26, sector-10, Dwarka"
564,564,BC101911002948,false,,,,,,,,
565,565,BC101911000862,true,3005,Cafe Coffee Day Sco 218 Sector 36d,CHANDIGARH,PUNJAB,"Ground Floor of the Buildingsco 218 Sector 36d",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
566,566,BC101911001492,false,,,,,,,,
567,567,BC101911000454,false,2074,Fathima Tyres Pvt Ltd Kuniyamuthur Coimbatore,COIMBATORE,TAMIL NADU,"No.53,Palakkad Main Road,Kuniyamuthur,Coimbatore,641008",700,Fathima Tyres Pvt Ltd,"Shop No.115-118, Big Bazaar St, Town Hall, Coimbatore, Tamil Nadu"
568,568,BC101911003019,false,,,,,,,,
569,569,BC101911002786,false,,,,,,,,
570,570,BC101911001076,false,,,,,,,,
571,571,BC101911000486,false,,,,,,,,
572,572,BC101911001471,false,,,,,,,,
573,573,BC101911000899,false,,,,,,,,
574,574,BC101911000859,false,,,,,,,,
575,575,BC101911001503,false,1307,Solutions 1313 Khalsa Complex,CHANDIGARH,PUNJAB,"38 B.N.khalsa complex sirhind road patiala",255,Solutions 1313,"sco 54 2nd floor Sec 52 JLPL airport road Zirakpur"
576,576,BC101911000549,true,6774,Chennai Metro Teynampet,CHENNAI,TAMIL NADU,"26QW+5R Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
577,577,BC101911001475,true,7279,Nalini Residency Sector 38 Gurugram,NEW DELHI,DELHI,"Plot No 281 Sector 38 Gurugram 122001",4198,Nalini Residency,"Plot No 281 Sector 38 Gurugram 122001"
578,578,BC101911001402,false,242,PVR Cinemas Orion Mall(11 Screens),BANGALORE,KARNATAKA,"Orion Mall, 26 Dr Rajkumar Road, 3rd Main Rd, Malleshwaram, Bengaluru, Karnataka 560026, India",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
579,579,BC101911001438,false,,,,,,,,
580,580,BC101911003233,false,850,Amcare Hospital Zirakpur,CHANDIGARH,PUNJAB,"VIP Road, Adjacent to Amcare Plaza, Zirakpur, Punjab 140603",235,Amcare Hospital,"Vip road near amcare plaza amcare Hospital Zirakpur"
581,581,BC101911001404,false,5351,O Two Gym & Spa Sushant Lok Phase 1,NEW DELHI,DELHI,"Shri Ram Complex, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122002",2959,O Two Gym & Spa,"Shri Ram Complex, Near 24*7, Sushant Lok Phase 1, Sector 43 Gurgaon 122001"
582,582,BC101911000592,false,,,,,,,,
583,583,BC101911000742,false,,,,,,,,
584,584,BC101911001327,true,6752,Chennai Metro Anna nagar,CHENNAI,TAMIL NADU,"36MC+Q5 Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
585,585,BC101911001423,false,,,,,,,,
586,586,BC101911002078,false,6779,Chennai Metro Egmore,CHENNAI,TAMIL NADU,"37H6+JC Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
587,587,BC101911001127,true,242,PVR Cinemas Orion Mall(11 Screens),BANGALORE,KARNATAKA,"Orion Mall, 26 Dr Rajkumar Road, 3rd Main Rd, Malleshwaram, Bengaluru, Karnataka 560026, India",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
588,588,BC101911002260,false,5742,Cardio Plus Gym Sushant Lok-1,NEW DELHI,DELHI,"E 10 Sai Ka Angan E - Block, Block E, Sushant Lok Phase I, Par, Gurugram, Haryana 122002",3249,Cardio Plus Gym,"E-10, Sushant Lok-1, E-Block, Gurgaon, 122001"
589,589,BC101911001465,false,,,,,,,,
590,590,BC101911006369,true,6370,Hotel Devi Palace Sector 14,NEW DELHI,DELHI,"522/3, Old Delhi Road, Prem Nagar, Sector 12A, Opp. Raj Cinema, Near Bus Stand, Gurgaon",3675,Hotel Devi Palace,"Old Delhi Road Opp. Raj Cinema,Gurgaon Haryana 122001"
591,591,BC101911001429,false,3046,Baker's Bread Land Podanur,COIMBATORE,TAMIL NADU,"Hajji K.M.B.Complex, near Lakshmi Mahal, Podanur Main Rd, Coimbatore, Tamil Nadu 641023",1373,Baker's Bread Land,"Hajji K.M.B.Complex, near Lakshmi Mahal, Podanur Main Rd, Coimbatore, Tamil Nadu 641023"
592,592,BC101911000589,true,850,Amcare Hospital Zirakpur,CHANDIGARH,PUNJAB,"VIP Road, Adjacent to Amcare Plaza, Zirakpur, Punjab 140603",235,Amcare Hospital,"Vip road near amcare plaza amcare Hospital Zirakpur"
593,593,BC101911000858,true,6143,Ballaram Mullick Kasba,KOLKATA,WEST BENGAL,"290, Rajdanga Main Road, Near Bsnl Tele Phone Exchange, Kasba, Kolkata, West Bengal 700107",3418,Ballaram Mullick,"2, Paddapukur Road, Bhowanipur, Kolkata, West Bengal 700020"
594,594,BC101911001307,false,,,,,,,,
595,595,BC101911001520,true,3536,Cafe Coffee Day Lake Mall,KOLKATA,WEST BENGAL,"LAKE MALL,104,RASHBEHARI AVENUE 700029",5,Cafe Coffee Day,"CAFE COFFEE DAY, GROUND FLOOR,        NO 35/4, CUNNINGHAM ROAD,        560052"
596,596,BC101911001415,false,,,,,,,,
597,597,BC101911001491,false,6914,PVR Cinemas Sona Shopping Centre,MUMBAI,MAHARASHTRA,"2, Trikamdas Rd, Kandivali, Jethava Nagar, Kandivali West, Mumbai, Maharashtra 400067, India",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
598,598,BC101911000651,true,,,,,,,,
599,599,BC101911001083,false,5821,Autosense Car Care Vasundhra,NEW DELHI,DELHI,"B 21 Sector 1, Vasundhra Ghaziabad 201012",3314,Autosense Car Care,"B 21 Sector 1, Vasundhra Ghaziabad 201012"
600,600,BC101911003040,false,,,,,,,,
601,601,BC101911001193,true,242,PVR Cinemas Orion Mall(11 Screens),BANGALORE,KARNATAKA,"Orion Mall, 26 Dr Rajkumar Road, 3rd Main Rd, Malleshwaram, Bengaluru, Karnataka 560026, India",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
602,602,BC101911006190,false,5403,Juice Box Opposite Oxizone Gym,CHANDIGARH,PUNJAB,"Opp Oxizone Gym Near Apple Height Vip Road Zirakpur 140603",2990,Juice Box,"Opp Oxizone Gym Near Apple Height Vip Road Zirakpur 140603"
603,603,BC101911001600,true,5405,Hotel Pearl Wood Badal Colony,CHANDIGARH,PUNJAB,"Hotel Pearlwood, Badal Colony, Patiala Chowk, Zirakpur, Punjab 140603",2991,Hotel Pearl Wood,"Badal Colony, Patiala Chowk, Zirakpur, Punjab 140603"
604,604,BC101911001195,true,6755,Chennai Metro Koyambedu,CHENNAI,TAMIL NADU,"Koyambedu, Chennai, Tamil Nadu 600107",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
605,605,BC101911001420,true,6742,Chennai Metro Ekkattuthangal,CHENNAI,TAMIL NADU,"2694+28 Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
606,606,BC101911001068,false,818,7th Heaven Zirakpur,CHANDIGARH,PUNJAB,"SCO-11, VIP Shopping Centre, VIP Rd, Zirakpur, Punjab 140603",245,7th Heaven,"sco 11 GF Vip shopping centre Vip road Zirakpur"
607,607,BC101911001433,false,,,,,,,,
608,608,BC101911001422,false,806,Vishwas Hospital Lohgarh,CHANDIGARH,PUNJAB,"SCO 40, Lohgarh Rd, opposite green enclave, near Hotel Regenta central, Green Enclave, Lohgarh, Zirakpur, Punjab 140603, India",229,Vishwas Hospital,"Sco 40 opp green enclave near hotel regents central lohgarh road Zirakpur"
609,609,BC101911001159,true,242,PVR Cinemas Orion Mall(11 Screens),BANGALORE,KARNATAKA,"Orion Mall, 26 Dr Rajkumar Road, 3rd Main Rd, Malleshwaram, Bengaluru, Karnataka 560026, India",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
610,610,BC101911001534,false,3525,Cycle Shoppe Opposite Pathare Nursey,THANE,MAHARASHTRA,"11 , Nanuram Mansion , Opp Pathare Nursery, Dr Ambedkar Road , Kalyan West",1723,Cycle Shoppe,"11 , Nanuram Mansion , Opp Pathare Nursery, Dr Ambedkar Road , Kalyan West Mumbai"
611,611,BC101911002789,false,,,,,,,,
612,612,BC101911001550,false,5815,Pizzasia Alpha 2, Greater Noida,,NEW DELHI,DELHI,"2nd Floor, Kb Complex, Block F, Alpha 2, Greater Noida, 201310 Delhi Ncr",1652,Pizzasia,"Shop No 1A, Ground Floor, Ocean Complex, Sector 18, Near Maruti Suzuki Showroom,  Noida, 201301"
613,613,BC101911002699,false,,,,,,,,
614,614,BC101911002935,false,,,,,,,,
615,615,BC101911001499,false,6812,Suba International Chakala,MUMBAI,MAHARASHTRA,"Suba International Plot No. 211, Chakala, Sahar Rd, Opposite Cigarette Factory, Andheri East, Mumbai, Maharashtra 400099",3943,SUBA Group of Hotels,"Plot No. 211, Chakala, Sahar Rd, Opposite Cigarette Factory, Andheri East, Mumbai, Maharashtra 400099"
616,616,BC101911003027,true,850,Amcare Hospital Zirakpur,CHANDIGARH,PUNJAB,"VIP Road, Adjacent to Amcare Plaza, Zirakpur, Punjab 140603",235,Amcare Hospital,"Vip road near amcare plaza amcare Hospital Zirakpur"
617,617,BC101911006376,false,,,,,,,,
618,618,BC101911006368,true,,,,,,,,
619,619,BC101911002779,true,6772,Chennai Metro Saidapet Nandanam,CHENNAI,TAMIL NADU,"Anna Salai, Todd Hunter Nagar, Nandanam, Chennai, Tamil Nadu 600015",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
620,620,BC101911000591,false,,,,,,,,
621,621,BC101911001437,false,,,,,,,,
622,622,BC101911003388,false,,,,,,,,
623,623,BC101911006397,false,,,,,,,,
624,624,BC101911001587,false,,,,,,,,
625,625,BC101911000961,false,4875,K.G.N Enterprises Opposite Universal Majestic,MUMBAI,MAHARASHTRA,"PL Lokhande Marg, Chembur West, Jyothi Nagar, Chedda Nagar, Mumbai, Maharashtra, India",2544,K.G.N Enterprises,"Shop no.10 Bldg no.09, Assisi hosg society p.l lokhande marg chembur west Mumbai"
626,626,BC101911000911,false,,,,,,,,
627,627,BC101911001081,false,,,,,,,,
628,628,BC101911002912,false,2593,Jack bacon Taramani,CHENNAI,TAMIL NADU,"1 anjugammal Street main road, Thanthai Periyar Nagar, Bharathi Nagar, Tharamani, Chennai, Tamil Nadu 600113",1179,Jack bacon,"Tharamani 100 feet road Jax mens clothing"
629,629,BC101911001582,true,4075,PVR The Forum Mall Adugodi,BANGALORE,KARNATAKA,"THE FORUM, 21-22, ADUGODI MAIN RD, KORAMANGALA, Chikku Lakshmaiah Layout, Adugodi, Bengaluru, Karnataka 560095, India",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
630,630,BC101911000952,false,850,Amcare Hospital Zirakpur,CHANDIGARH,PUNJAB,"VIP Road, Adjacent to Amcare Plaza, Zirakpur, Punjab 140603",235,Amcare Hospital,"Vip road near amcare plaza amcare Hospital Zirakpur"
631,631,BC101911001107,false,,,,,,,,
632,632,BC101911002221,false,465,Juice Pump  Velachery,CHENNAI,TAMIL NADU,"Sri Sai ram Complex, 100 ft By Pass Road, Velachery, Chennai-600042",63,Juice Pump,"Ormes Rd, opp. Bains School, Adjcent To Grace Supermarket, Kilpauk, Chennai, Tamil Nadu 600010"
633,633,BC101911000954,false,,,,,,,,
634,634,BC101911001782,false,85,JW Marriot,BANGALORE,KARNATAKA,"JW marriot Bangalore",1,Spykke,"309,Manbhavan appts., plot-26, sector-10, Dwarka"
635,635,BC101911002973,false,,,,,,,,
636,636,BC101911002230,false,841,Paras Downtown Square Mall Zirakpur,CHANDIGARH,PUNJAB,"Paras Downtown Mall kalka shimla road near Panchkula light point Zirakpur",236,Paras Downtown Square Mall,"Paras Downtown Mall kalka shimla road near Panchkula light point Zirakpur"
637,637,BC101911000939,false,2180,Cake 24*7 Sector 18 Gurugram,NEW DELHI,DELHI,"Shop No -2 Plot Number 373 40 Ft Road, Satguru Farm Opp Maruti Gate No-1, Phase IV, Sector 18, Gurugram, Haryana 122015",775,Cake 24*7,"Opp Vega School, Fazilpur Road, Sohna Rd, Near Shri Ram Dhaba, Gurugram, Haryana"
638,638,BC101911002227,false,,,,,,,,
639,639,BC101911001019,true,6738,Chennai Metro Meenambakkam,CHENNAI,TAMIL NADU,"X5QG+3J Meenambakkam, Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
640,640,BC101911001588,false,,,,,,,,
641,641,BC101911003173,true,6738,Chennai Metro Meenambakkam,CHENNAI,TAMIL NADU,"X5QG+3J Meenambakkam, Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
642,642,BC101911000943,false,,,,,,,,
643,643,BC101911001411,true,6752,Chennai Metro Anna nagar,CHENNAI,TAMIL NADU,"36MC+Q5 Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
644,644,BC101911001199,true,850,Amcare Hospital Zirakpur,CHANDIGARH,PUNJAB,"VIP Road, Adjacent to Amcare Plaza, Zirakpur, Punjab 140603",235,Amcare Hospital,"Vip road near amcare plaza amcare Hospital Zirakpur"
645,645,BC101911003141,false,6932,La Pino'z Pizza New Sunny Enclave,CHANDIGARH,PUNJAB,"SCO 1037, Sector 125, New Sunny Enclave, Kharar Road, Mohali",4013,La Pino'z Pizza,"Sco1037,sector125,new sunny enclave,kharar"
646,646,BC101911001080,false,841,Paras Downtown Square Mall Zirakpur,CHANDIGARH,PUNJAB,"Paras Downtown Mall kalka shimla road near Panchkula light point Zirakpur",236,Paras Downtown Square Mall,"Paras Downtown Mall kalka shimla road near Panchkula light point Zirakpur"
647,647,BC101911001432,true,850,Amcare Hospital Zirakpur,CHANDIGARH,PUNJAB,"VIP Road, Adjacent to Amcare Plaza, Zirakpur, Punjab 140603",235,Amcare Hospital,"Vip road near amcare plaza amcare Hospital Zirakpur"
648,648,BC101911000564,true,1522,Charcoal Eats Dadar East,MUMBAI,MAHARASHTRA,"Palia Mansion, Dadar East, 622, Lady Jehangir Rd, 5 Gardens, Parsee Colony, Mumbai, Maharashtra 400014",440,Charcoal Eats,"Shop No.3, c wing, Sai Elegance , Mahakali Caves road, Mumbai"
649,649,BC101911001149,true,489,Grand Square Mall Velachery,null,null,"137, Velachery - Tambaram Main Rd, V.O.C Nagar, Doctor Seetaram Nagar, Velachery, Chennai, Tamil Nadu 600042",69,Grand Square Mall,"137, Velachery - Tambaram Main Rd, V.o.c Nagar, Doctor Seetaram Nagar, Velachery, Chennai, Tamil Nadu 600042"
650,650,BC101911000700,false,5418,18kafe Nugambakkam,CHENNAI,TAMIL NADU,"366W+C3 Chennai, Tamil Nadu",3100,18kafe,"14, Jaganathan Rd, Ponnangipuram, Nungambakkam, Chennai, Tamil Nadu 600034"
651,651,BC101911000626,false,,,,,,,,
652,652,BC101911000718,false,,,,,,,,
653,653,BC101911002868,false,,,,,,,,
654,654,BC101911001126,true,7257,Isha Yoga Center Ishana Vihar Post,COIMBATORE,TAMIL NADU,"Velliangiri Foothills, Ishana Vihar, Post, Coimbatore, Tamil Nadu 641114",4190,Isha Yoga Center,"Vellangiri foothills, Ishana Vihar Post, Coimbatore 641114"
655,655,BC101911006287,false,,,,,,,,
656,656,BC101911001091,false,,,,,,,,
657,657,BC101911006398,false,6861,PVR Cinemas PVR Opulent -Ghaziabad,NEW DELHI,DELHI,"The Opulent Mall, Grand Trunk Road New Gandhi Nagar, 115, East Model Town, Gandhi Nagar, Nehru Nagar III, Nehru Nagar, Ghaziabad, Uttar Pradesh 201001, India",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
658,658,BC101911000561,false,6753,Chennai Metro Anna nagar AD Block,CHENNAI,TAMIL NADU,"36M5+XF Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
659,659,BC101911001994,true,6814,Suba Palace Near Gateway of India,MUMBAI,MAHARASHTRA,"Hotel Suba Palace Battery St, near Gateway of India, Apollo Bandar, Colaba, Mumbai, Maharashtra 400039",3943,SUBA Group of Hotels,"Plot No. 211, Chakala, Sahar Rd, Opposite Cigarette Factory, Andheri East, Mumbai, Maharashtra 400099"
660,660,BC101911000633,true,6776,Chennai Metro Perimet,CHENNAI,TAMIL NADU,"37JF+M9 Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
661,661,BC101911001703,false,,,,,,,,
662,662,BC101911001951,false,7049,PVR Cinemas Citi Mall,MUMBAI,MAHARASHTRA,"PVR - Citi Mall Citi Mall, S.No. 41, Link Road, Village, Oshiwara, Andheri West, Mumbai, Maharashtra 400053",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
663,663,BC101911001192,false,,,,,,,,
664,664,BC101911001439,false,7274,PVR Cinema Subhash Nagar,NEW DELHI,DELHI,"J4R4+WG New Delhi, Delhi",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
665,665,BC101911000815,true,5743,Om Sweets Sco-25, Sector 10A,NEW DELHI,DELHI,"Huda Market, SCO: 25, market of sector 10A, Housing Board Colony, Sector 10A, Gurugram, Haryana 122001",2962,Om Sweets,"M3M, Cosmopolitan Mall Shop No. 1, Golf Course Extention Road, Sector 66 Gurgaon 122001"
666,666,BC101911001221,false,,,,,,,,
667,667,BC101911001451,false,7275,PVR Cinemas Golf Course Road,NEW DELHI,DELHI,"F3GV+66 Gurugram, Haryana",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
668,668,BC101911002016,false,,,,,,,,
669,669,BC101911001153,false,,,,,,,,
670,670,BC101911000812,false,,,,,,,,
671,671,BC101911001999,false,,,,,,,,
672,672,BC101911001479,false,,,,,,,,
673,673,BC101911001122,true,6744,Chennai Metro Saidapet,CHENNAI,TAMIL NADU,"West Saidapet, Chennai, Tamil Nadu 600015",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
674,674,BC101911001145,true,6752,Chennai Metro Anna nagar,CHENNAI,TAMIL NADU,"36MC+Q5 Chennai, Tamil Nadu",547,Metro Station,"Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038"
675,675,BC101911001958,false,,,,,,,,
676,676,BC101911001605,true,6796,Ardee Mall Sector 52 Gurugram,NEW DELHI,DELHI,"Ardee City Sec 52 Gurugram",2,PVR Cinemas,"Block A4th FloorBuilding No.9 DLF Cyber CityPhase III Gurgaon : 122002"
677,677,BC101911002929,false,,,,,,,,
